pattern,prob_feature,occur_feature,log_occur_feature,prob_log_occur,constant,outsideSentence,new_outside,frequency,quote,dash,parenthesis,capital,avg_idf,stop_ratio,first_stop,last_stop,F1.1,F4.1
after we,13.6155817913,0.0235088979,18.0910272062,0.0004239659,1,0.2916050746,0.6140858277,48,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0119099407,1.0000000000,1,1,0.0000000000,0.0000000000
was happy,7.2757895699,0.0113669320,9.0943613146,0.0001409707,1,0.2659268066,0.8897654246,21,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0148567513,0.5000000000,1,0,0.0000000000,0.0000000000
buffet style,49.7283552590,0.0275126136,16.5741953098,0.0002378569,1,0.0941575132,0.1924124131,18,0.0555555556,0.0000000000,0.0000000000,0.0000000000,0.0058862590,0.0000000000,0,0,0.0000000000,0.0000000000
if you don't,61.2356041968,0.0581651645,28.8031015179,0.0010230000,1,0.0000000000,0.0000000000,49,0,0,0,0,0.0093258030,1.0000000000,1,1,0.0000000000,0.0000000000
paying for,36.9743008805,0.0201611458,13.0168445048,0.0001587539,1,0.1000017549,0.2975897272,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0094788734,0.5000000000,0,1,0.0000000000,0.0000000000
excellent service,29.6390184299,0.0283204694,19.1715976916,0.0003668431,1,0.0625000000,0.0625000000,32,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0064415138,0.0000000000,0,0,0.0000000000,0.0000000000
here if,6.0889973637,0.0101480229,8.0788395068,0.0001222112,1,0.0711370325,0.0492741470,20,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0088988739,1.0000000000,1,1,0.0000000000,0.0000000000
to pick,42.7967766063,0.0360952729,22.5387767209,0.0004574343,1,0.1570431555,0.5645158736,36,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0128747022,0.5000000000,1,0,0.0000000000,0.0000000000
here is,9.1275607569,0.0311857496,24.8217639995,0.0009424645,1,0.1669663190,0.2172026602,126,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0149731142,1.0000000000,1,1,0.0000000000,0.0000000000
it for,1.4729363737,0.0092032241,3.1934107944,0.0000890751,1,0.2298454497,0.2945836224,68,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0196411670,1.0000000000,1,1,0.0000000000,0.0000000000
and vegetarian,2.2129381487,0.0067016819,3.8913628308,0.0000644844,1,0.2682332228,0.9211211052,24,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0173466496,0.5000000000,1,0,0.0000000000,0.0000000000
ordered the,11.2356080841,0.0552260976,43.3415250216,0.0026266596,1,0.2455513892,0.8381943787,321,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0239659523,0.5000000000,0,1,0.0000000000,0.0000000000
got our,20.4267749574,0.0194941719,14.1502645477,0.0002245034,1,0.2595148075,0.2862952116,22,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0067063178,1.0000000000,1,1,0.0000000000,0.0000000000
indian village,98.7418169673,0.0288964243,14.5227871418,0.0001553449,1,0.0000000000,0.0000000000,10,0.0000000000,0.0000000000,0.0000000000,0.7000000000,0.0078620159,0.0000000000,0,0,0.0000000000,0.0000000000
see if,48.2875447766,0.0344120155,20.8792191196,0.0003803298,1,0.0668345228,0.0841723722,29,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0057499700,1.0000000000,1,1,0.0000000000,0.0000000000
and sometimes,7.0161161612,0.0077026814,6.1607803644,0.0000658996,1,0.2359475696,0.5861781395,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0156627442,1.0000000000,1,1,0.0000000000,0.0000000000
of basmati rice,10.0332400034,0.0125848353,8.6279011672,0.0001637976,1,0.1333013597,0.4211461064,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0100763602,0.3333333333,1,0,0.0000000000,0.0000000000
you'll find,342.7628985507,0.0589767825,20.2200960552,0.0002369305,1,0.0000000000,0.0000000000,12,0,0,0,0,0.0020254781,1.0000000000,1,1,0.0000000000,0.0000000000
we stopped in,52.5476359758,0.0243410612,12.5280590001,0.0002010121,1,0.2453514185,0.6465778706,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0125741587,0.6666666667,1,1,0.0000000000,0.0000000000
vegetarian dinner,21.9300482844,0.0142826793,10.2412656098,0.0001148939,1,0.1256035691,0.1007352067,11,0.0000000000,0.0000000000,0.0000000000,0.1818181818,0.0047468364,0.0000000000,0,0,0.0000000000,0.0000000000
expecting a,15.0574842903,0.0123611928,9.3942111309,0.0001100774,1,0.0946712546,0.4064190303,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0139958346,0.5000000000,0,1,0.0000000000,0.0000000000
has an,11.9705325351,0.0110215051,8.5994521531,0.0001007647,1,0.0833333333,0.0833333333,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0060412589,1.0000000000,1,1,0.0000000000,0.0000000000
and the service was great,10.2354011681,0.0123424767,7.7139797752,0.0002163525,1,0.3736172396,1.0186561027,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0236648223,0.6000000000,1,0,0.0000000000,0.0000000000
and over,1.8141321333,0.0051068425,2.4557513553,0.0000342496,1,0.5502648494,0.6405402636,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0171277929,1.0000000000,1,1,0.0000000000,0.0000000000
about their,11.0854753736,0.0129899345,10.2062480118,0.0001464703,1,0.1646211969,0.1915643124,18,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0072188065,1.0000000000,1,1,0.0000000000,0.0000000000
for main,12.3728252503,0.0129386207,10.0620102227,0.0001361419,1,0.1221507290,0.2276503694,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0100676862,0.5000000000,1,0,0.0000000000,0.0000000000
in edinburgh,122.8449158461,0.1111848523,52.4809708825,0.0019365220,1,0.1740605295,0.3379013701,119,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0095916611,0.5000000000,1,0,0.0000000000,0.0000000000
meat in,4.3618741572,0.0060733752,4.6577245133,0.0000498220,1,0.0530787946,0.1700563127,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0103637867,0.5000000000,0,1,0.0000000000,0.0000000000
from this,6.0923481987,0.0139919326,11.1393031668,0.0002322720,1,0.1233504850,0.1390601045,38,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0111939953,1.0000000000,1,1,0.0000000000,0.0000000000
and told us,12.7758580331,0.0131476635,8.8249973536,0.0001551113,1,0.3264140939,0.8032998123,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0129112876,0.6666666667,1,1,0.0000000000,0.0000000000
as far,63.6240440084,0.0469673560,26.5921202072,0.0005759595,1,0.5602846752,1.0002956434,41,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0070230116,1.0000000000,1,1,0.0000000000,0.0000000000
place would,3.2538608143,0.0055016046,3.9130940025,0.0000438999,1,0.1266943826,0.1058504355,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0092001950,0.5000000000,0,1,0.0000000000,0.0000000000
advantage of,96.7491000327,0.0313334084,15.8382918442,0.0001855864,1,0.1227721119,0.3302853706,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0112423004,0.5000000000,0,1,0.0000000000,0.0000000000
were just,10.7410308386,0.0208803200,16.4480468264,0.0003854624,1,0.1151140290,0.1312546867,48,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0102917736,1.0000000000,1,1,0.0000000000,0.0000000000
tikka marsala,505.6436716078,0.0877308000,26.4139690662,0.0003790679,1,0.0000000000,0.0000000000,18,0.0000000000,0.0000000000,0.0000000000,0.5555555556,0.0028491178,0.0000000000,0,0,2.0315133964,0.0002161248
of how,4.7484220875,0.0085016742,6.6092381471,0.0000948494,1,0.3158521153,0.6492320299,18,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0128244022,1.0000000000,1,1,0.0000000000,0.0000000000
on yelp and,9.8451952584,0.0149001308,10.2277013408,0.0002320766,1,0.2430975400,0.8841658779,20,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0151086836,0.6666666667,1,1,0.0000000000,0.0000000000
it looks,36.2391902923,0.0318009257,20.6237906771,0.0004007491,1,0.2110496008,0.4876710527,33,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0111028071,1.0000000000,1,1,0.0000000000,0.0000000000
the traditional,5.7021267875,0.0087835884,6.9633569035,0.0000942162,1,0.1540398293,0.8034874847,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0213710608,0.5000000000,1,0,0.0000000000,0.0000000000
i am,72.2826837372,0.1769072632,96.8585726209,0.0074134461,1,0.2963689218,0.8864705579,512,0.0000000000,0.0000000000,0.0000000000,0.0018903592,0.0168287244,1.0000000000,1,1,0.0000000000,0.0000000000
may be,113.9063074934,0.0693988762,33.4841665529,0.0008008876,1,0.0357671264,0.0509561649,50,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0059279950,1.0000000000,1,1,0.0000000000,0.0000000000
i picked,20.3608774937,0.0137622086,9.9950311783,0.0001121315,1,0.2439739699,0.9836483412,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0151404126,0.5000000000,1,0,0.0000000000,0.0000000000
nice and,10.4528565775,0.0406566741,32.0930370177,0.0014844949,1,0.2879995028,0.7447777000,187,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0182265454,0.5000000000,0,1,0.0000000000,0.0000000000
just for the,5.3863643265,0.0085369238,5.8330989876,0.0001025247,1,0.2182243411,0.4125513854,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0226586430,1.0000000000,1,1,0.0000000000,0.0000000000
bread with,7.2418281574,0.0085725155,6.8584836212,0.0000803648,1,0.1393981296,0.4151345275,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0090480605,0.5000000000,0,1,0.0000000000,0.0000000000
and everything,4.7024935660,0.0142410740,11.0555947460,0.0002670633,1,0.2643542726,0.7675802845,51,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0173280385,1.0000000000,1,1,0.0000000000,0.0000000000
is true,23.4570722399,0.0140841438,9.9775300481,0.0001067260,1,0.1702591139,0.4847298335,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0107885710,0.5000000000,1,0,0.0000000000,0.0000000000
vegetarian food,7.3901387728,0.0132281424,10.5837805195,0.0001894379,1,0.1583298562,0.2147042406,28,0.0000000000,0.0000000000,0.0000000000,0.0344827586,0.0109459400,0.0000000000,0,0,0.0000000000,0.0000000000
cup of,54.8244900185,0.0280740656,16.5094797586,0.0002302528,1,0.0838111540,0.3095325803,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0113646761,0.5000000000,0,1,0.0000000000,0.0000000000
we thought,17.7269133412,0.0204875075,15.2135145910,0.0002723050,1,0.3634546554,0.9882979471,28,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0108825168,0.5000000000,1,0,0.0000000000,0.0000000000
take our,28.6371485811,0.0230818054,15.7349601529,0.0002496457,1,0.3489493218,0.6653016213,22,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0061641937,1.0000000000,1,1,0.0000000000,0.0000000000
i am an,13.6787298658,0.0130251324,8.6757666299,0.0001459965,1,0.3343333602,1.0532943874,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0135579947,1.0000000000,1,1,0.0000000000,0.0000000000
was looking,7.4756738988,0.0117931566,9.4354948861,0.0001497005,1,0.1862083637,0.4835536663,22,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0148675165,1.0000000000,1,1,0.0000000000,0.0000000000
and chutneys,9.2044762019,0.0121610168,9.6754040012,0.0001426570,1,0.2560862303,1.0681710823,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0158164319,0.5000000000,1,0,0.0000000000,0.0000000000
the wall,27.0549853739,0.0334822967,23.0850990334,0.0005466091,1,0.2324352905,1.2386992188,49,0.0000000000,0.1200000000,0.0000000000,0.0000000000,0.0212154005,0.5000000000,1,0,0.0000000000,0.0000000000
our drinks,98.9807484515,0.0429121482,21.5521103760,0.0003419387,1,0.2872093197,0.5920676712,22,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0050948000,0.5000000000,1,0,0.0000000000,0.0000000000
eat it,11.9253017297,0.0235510124,18.3822518866,0.0004611340,1,0.3096939615,0.6970373443,55,0.0000000000,0.0000000000,0.0000000000,0.0178571429,0.0126671040,0.5000000000,0,1,0.0000000000,0.0000000000
if you're looking for,106.7859179277,0.0533342041,21.4044139927,0.0006635751,1,0.0000000000,0.0000000000,21,0,0,0,0,0.0078856207,1.0000000000,1,1,0.0000000000,0.0000000000
indian buffets,79.7995092225,0.0667368382,35.5793671805,0.0009777263,1,0.0701288718,0.1219884842,66,0.0000000000,0.0000000000,0.0000000000,0.0434782609,0.0085446005,0.0000000000,0,0,0.5097186815,-0.0027250532
good selection of,37.9909616620,0.0333725763,18.5469098597,0.0004798401,1,0.1143840609,0.1965850069,26,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0127385515,0.6666666667,1,1,0.0000000000,0.0000000000
our check,43.1763480533,0.0263386373,16.4125310110,0.0002419911,1,0.3676817584,0.5881234294,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0055732135,0.5000000000,1,0,0.0000000000,0.0000000000
near the,12.9188810030,0.0177993850,13.7789667207,0.0002509937,1,0.2345965387,1.5674983939,29,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0212832997,1.0000000000,1,1,0.0000000000,0.0000000000
indian curry bowl,108.6159986640,0.0367033884,15.5477357595,0.0002616386,1,0.1666666667,0.2767219132,11,0.0000000000,0.0000000000,0.0000000000,0.9166666667,0.0077886566,0.0000000000,0,0,0.0368381086,-0.0013254619
chinese food,58.2413317573,0.0390741955,22.6307086955,0.0004262124,1,0.2894882829,0.4741255027,31,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0092971860,0.0000000000,0,0,0.2647804430,-0.0021688287
had to,7.2206666475,0.0406035568,32.4845586421,0.0018055351,1,0.3192318957,0.5778791173,270,0.0034843206,0.0000000000,0.0000000000,0.0034843206,0.0192708822,1.0000000000,1,1,0.0000000000,0.0000000000
and order,1.3164177088,0.0045990402,1.1983231743,0.0000176684,1,0.2764077383,0.6329346218,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0178356859,0.5000000000,1,0,0.0000000000,0.0000000000
and some,3.9207707960,0.0177476591,13.3169307454,0.0004390490,1,0.2758076263,0.4802992412,95,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0189299222,1.0000000000,1,1,0.0000000000,0.0000000000
put on,19.1200642870,0.0127156400,9.3310537119,0.0000998109,1,0.0537198288,0.0890141643,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0070663060,1.0000000000,1,1,0.0000000000,0.0000000000
big deal,264.9253172457,0.0560040324,20.8763826907,0.0002642204,1,0.0000000000,0.0000000000,14,0.0000000000,0.0000000000,0.0000000000,0.0714285714,0.0020275393,0.0000000000,0,0,0.3315497620,-0.0003931760
my naan,1.4485777985,0.0034999711,1.1718839592,0.0000125352,1,0.2000000000,0.2612622230,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0117197324,0.5000000000,1,0,0.0000000000,0.0000000000
get away,33.7302878708,0.0192564067,12.6857578474,0.0001547160,1,0.0591863367,0.0219428860,13,0.0769230769,0.0000000000,0.0000000000,0.0000000000,0.0046609613,1.0000000000,1,1,0.0000000000,0.0000000000
which comes with,103.4536807279,0.0358205486,15.3862336087,0.0002589208,1,0.0927711318,0.1980248755,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0080650031,1.0000000000,1,1,0.0000000000,0.0000000000
to yelp,3.3965695719,0.0053593708,3.8667255196,0.0000413609,1,0.2896593608,0.6579770706,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0136026281,0.5000000000,1,0,0.0000000000,0.0000000000
a smile,43.8438513160,0.0258335535,16.0398737025,0.0002301889,1,0.1959806398,0.7393095202,18,0.0000000000,0.0500000000,0.0000000000,0.0000000000,0.0138490200,0.5000000000,1,0,0.0000000000,0.0000000000
a fan of indian food,22.1829009635,0.0189781263,10.7363655328,0.0003145104,1,0.0899287999,0.1475470403,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0168477402,0.4000000000,1,0,0.0000000000,0.0000000000
have some,10.6260116528,0.0201087442,15.8535313893,0.0003597322,1,0.0765633798,0.0963473340,45,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0100569861,1.0000000000,1,1,0.0000000000,0.0000000000
herbs and,29.1931442011,0.0164789800,11.1900727941,0.0001255383,1,0.2126959742,1.4037333429,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0153700874,0.5000000000,0,1,0.0000000000,0.0000000000
this is a,12.8049088292,0.0471532382,31.6425407754,0.0019923703,1,0.2795672603,0.3812777384,154,0.0000000000,0.0000000000,0.0000000000,0.0064516129,0.0209757019,1.0000000000,1,1,0.0000000000,0.0000000000
next visit,149.4677629045,0.0515201316,22.9453264873,0.0003556731,1,0.0000000000,0.0000000000,21,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0029283130,0.5000000000,1,0,0.0000000000,0.0000000000
takes a,15.3363265920,0.0113881774,8.6337273152,0.0000923518,1,0.1114962194,0.2936969338,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0139445955,0.5000000000,0,1,0.0000000000,0.0000000000
and lots,6.2206584053,0.0091742742,7.3115030164,0.0000989268,1,0.2481045605,0.9565807938,16,0.0000000000,0.0588235294,0.0000000000,0.0588235294,0.0159210469,0.5000000000,1,0,0.0000000000,0.0000000000
nothing to write,1065.1965077605,0.1249537978,25.1339899387,0.0004598026,1,0.0953172473,0.3465513754,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0092185862,0.6666666667,1,0,0.0000000000,0.0000000000
was made,4.3097011390,0.0095452461,7.3043428020,0.0001235373,1,0.2942103562,0.8874893782,25,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0156629941,1.0000000000,1,1,0.0000000000,0.0000000000
menu was,2.9705708140,0.0085351764,5.8631204117,0.0001068009,1,0.2292762149,0.4182738842,29,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0166030125,0.5000000000,0,1,0.0000000000,0.0000000000
definitely be going back,280.6781189734,0.0653633166,19.5278631691,0.0004576384,1,0.0719664776,0.0673932700,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0062330675,1.0000000000,1,1,0.7121446765,-0.0000938638
indian style,37.5542648138,0.0303474483,19.5254602743,0.0003556701,1,0.0761908599,0.1596070984,29,0.0000000000,0.0344827586,0.0000000000,0.0689655172,0.0085042498,0.0000000000,0,0,0.0000000000,0.0000000000
to this,3.5945038499,0.0226650342,16.6322776163,0.0007313785,1,0.3240965688,0.4732760514,169,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0198122355,1.0000000000,1,1,0.0000000000,0.0000000000
see that,18.5600240892,0.0205856554,15.1780133195,0.0002667742,1,0.1191792999,0.1684620362,27,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0090701004,1.0000000000,1,1,0.0000000000,0.0000000000
a chance,30.8153166872,0.0288769856,19.3917634655,0.0003710559,1,0.1820342742,0.5455090205,32,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0140768236,0.5000000000,1,0,0.0000000000,0.0000000000
the chefs,23.0600715672,0.0139644513,9.9235518053,0.0001061486,1,0.1368470375,0.9948326909,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0209592643,0.5000000000,1,0,0.0000000000,0.0000000000
mom and,17.6077530584,0.0149448358,11.1090304166,0.0001455355,1,0.2291583917,0.9163580114,15,0.0000000000,0.0666666667,0.0000000000,0.0000000000,0.0155118956,0.5000000000,0,1,0.0000000000,0.0000000000
that would,6.7322695808,0.0141158918,11.2814454258,0.0002257594,1,0.2097633081,0.2268360231,35,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0111647601,1.0000000000,1,1,0.0000000000,0.0000000000
and pick,7.9933609122,0.0086229249,6.8939738041,0.0000773416,1,0.1636308777,0.7964621466,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0156450863,0.5000000000,1,0,0.0000000000,0.0000000000
their own,127.4829667960,0.0487002253,22.7390547498,0.0003607703,1,0.2259381782,0.2869397032,22,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0045533064,1.0000000000,1,1,0.0000000000,0.0000000000
i hadn't,26.1316074785,0.0188034095,13.0525823846,0.0001766052,1,0.0000000000,0.0000000000,16,0,0,0,0,0.0151704831,1.0000000000,1,1,0.0000000000,0.0000000000
able to,99.8591454146,0.0976847329,48.9386469667,0.0017596985,1,0.2112971555,0.5953373058,113,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0129899646,1.0000000000,1,1,0.0000000000,0.0000000000
were excellent,23.2238108035,0.0273182006,19.3881797988,0.0004042741,1,0.0981420333,0.1442406263,38,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0082926259,0.5000000000,1,0,0.0000000000,0.0000000000
